name,joints,link_length,prev_axe,dof,mu,time,LCI,Z
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_1pitch_x_0_1pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.1__0.1__0.4_,z_y__y__z__x__x_,6,0.586,1.95,4.188,0.05
roll_z_0_1pris_z_0_4pitch_y_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4,roll_pris__pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.4__0.4__0.4_,z_z__y__y__y__y_,6,0.407,3.77,4.741,0.033
roll_z_0_1roll_y_0_4roll_y_0_1roll_y_0_4pitch_y_0_4roll_x_0_4,roll_roll__roll__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.4__0.4_,z_y__y__y__y__x_,6,0.638,3.44,2.682,0.066
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4pitch_y_0_4pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.4__0.4_,z_y__y__x__y__x_,6,0.722,2.37,2.52,0.082
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_4pitch_x_0_1pitch_y_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__z__x__y_,6,0.632,1.85,3.936,0.064
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4roll_y_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.4_,z_y__y__z__y__y_,6,0.625,2.1,4.044,0.058
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_y_0_4roll_x_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__y__y__x_,6,0.636,2.06,3.909,0.063
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_y_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.1__0.4__0.4_,z_y__y__y__y__x_,6,0.583,1.8,4.225,0.047
roll_z_0_1roll_y_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__y__y__y_,6,0.611,1.86,4.017,0.06
roll_z_0_1roll_y_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4pitch_x_0_1,roll_roll__roll__pitch__pitch__pitch_,0.1_0.1__0.4__0.1__0.4__0.1_,z_y__y__y__y__x_,6,0.621,2.23,3.855,0.068
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4pitch_z_0_1pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__y__z__z_,6,0.649,2.0,3.898,0.068
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1pitch_z_0_4roll_z_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.1_,z_y__y__z__z__z_,6,0.603,2.26,4.043,0.057
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4pitch_x_0_4roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.4__0.1_,z_y__y__y__x__y_,6,0.711,1.87,2.626,0.08
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1pitch_z_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__x__z__x_,6,0.589,3.02,3.929,0.064
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__y__z__y_,6,0.607,2.0,4.026,0.058
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.4__0.1_,z_y__y__y__y__y_,6,0.628,2.17,3.925,0.064
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_4,roll_roll__roll__pitch__roll__pitch_,0.1_0.4__0.1__0.4__0.1__0.4_,z_y__y__y__z__y_,6,0.59,2.31,4.067,0.056
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_z_0_4pitch_z_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__z__z__y_,6,0.631,2.41,3.88,0.064
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_4roll_y_0_4roll_y_0_1,roll_roll__pitch__roll__roll__roll_,0.1_0.4__0.4__0.4__0.4__0.1_,z_y__y__x__y__y_,6,0.617,1.85,3.88,0.067
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_1pitch_z_0_1roll_x_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__z__x_,6,0.619,2.15,3.931,0.062
roll_z_0_1roll_y_0_1pitch_y_0_4roll_x_0_1roll_y_0_4pitch_y_0_4,roll_roll__pitch__roll__roll__pitch_,0.1_0.1__0.4__0.1__0.4__0.4_,z_y__y__x__y__y_,6,0.372,3.93,3.267,0.01
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1pitch_y_0_1pitch_x_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1__0.1_,z_y__y__z__y__x_,6,0.628,1.86,3.971,0.062
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_1,roll_roll__roll__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.4__0.1_,z_y__y__y__y__y_,6,0.62,2.26,4.055,0.057
roll_z_0_1roll_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_4pitch_y_0_4,roll_roll__pitch__roll__roll__pitch_,0.1_0.1__0.4__0.4__0.4__0.4_,z_y__y__z__y__y_,6,0.596,2.15,4.058,0.061
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__y__z_,6,0.572,1.87,4.148,0.051
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_z_0_4roll_x_0_1pitch_y_0_4,roll_roll__pitch__pitch__roll__pitch_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__z__x__y_,6,0.65,4.02,3.843,0.068
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_1pitch_y_0_4roll_y_0_1,roll_roll__pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.1_,z_y__y__x__y__y_,6,0.416,3.31,3.864,0.016
roll_z_0_1roll_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_1pitch_y_0_4,roll_roll__pitch__roll__roll__pitch_,0.1_0.4__0.4__0.4__0.1__0.4_,z_y__y__z__y__y_,6,0.626,2.36,3.881,0.064
roll_z_0_1roll_y_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1roll_x_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__y__z__x_,6,0.633,2.31,3.915,0.068
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4roll_x_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.4__0.4_,z_y__y__y__x__x_,6,0.425,3.58,4.928,0.009
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_4pitch_x_0_1roll_z_0_1,roll_roll__roll__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__y__x__z_,6,0.626,2.16,3.957,0.063
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4pitch_z_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.4__0.4_,z_y__y__y__z__x_,6,0.623,2.87,4.03,0.058
roll_z_0_1roll_y_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1roll_z_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__y__x__z_,6,0.617,1.95,3.965,0.062
roll_z_0_1roll_y_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1,roll_roll__pitch__roll__pitch__pitch_,0.1_0.1__0.1__0.4__0.4__0.1_,z_y__y__y__y__x_,6,0.586,1.85,4.211,0.048
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__y__y__y_,6,0.605,2.27,4.093,0.056
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_4roll_x_0_4roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4__0.4_,z_y__y__x__x__y_,6,0.588,2.21,4.159,0.052
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_y_0_4pitch_y_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__y__y__y_,6,0.597,1.95,4.027,0.062
roll_z_0_1roll_y_0_4pitch_y_0_1roll_x_0_4pitch_y_0_1roll_z_0_1,roll_roll__pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__x__y__z_,6,0.612,1.85,4.033,0.058
roll_z_0_1roll_y_0_4roll_y_0_4roll_y_0_4pitch_y_0_1roll_z_0_1,roll_roll__roll__roll__pitch__roll_,0.1_0.4__0.4__0.4__0.1__0.1_,z_y__y__y__y__z_,6,0.635,1.85,3.859,0.065
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4pitch_x_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__x__x__y_,6,0.713,2.91,4.172,0.081
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4pitch_x_0_1roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__x__x__z_,6,0.547,3.22,4.806,0.045
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4pitch_y_0_4roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__x__y__y_,6,0.589,1.85,4.194,0.05
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_1pitch_y_0_4pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.1__0.4__0.1_,z_y__y__z__y__z_,6,0.594,2.02,4.111,0.054
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_1pitch_x_0_4pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.1__0.4__0.1_,z_y__y__x__x__z_,6,0.546,3.57,4.721,0.061
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_1,roll_roll__roll__pitch__roll__roll_,0.1_0.1__0.1__0.4__0.4__0.1_,z_y__y__y__z__y_,6,0.616,2.52,3.961,0.061
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_4pitch_z_0_1pitch_y_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__z__z__y_,6,0.627,1.85,3.957,0.066
roll_z_0_1roll_y_0_4roll_y_0_4roll_y_0_1pitch_y_0_1roll_y_0_4,roll_roll__roll__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.1__0.4_,z_y__y__y__y__y_,6,0.761,1.72,3.102,0.085
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4pitch_x_0_1pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.1__0.1_,z_y__y__z__x__z_,6,0.622,2.12,3.909,0.063
roll_z_0_1roll_y_0_4roll_y_0_4roll_y_0_4roll_y_0_1roll_y_0_4,roll_roll__roll__roll__roll__roll_,0.1_0.4__0.4__0.4__0.1__0.4_,z_y__y__y__y__y_,6,0.638,1.84,4.107,0.054
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_1pitch_z_0_4pitch_x_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.1__0.4__0.1_,z_y__y__x__z__x_,6,0.643,4.32,4.881,0.063
roll_z_0_1roll_y_0_1pitch_y_0_1roll_x_0_4roll_y_0_4roll_y_0_4,roll_roll__pitch__roll__roll__roll_,0.1_0.1__0.1__0.4__0.4__0.4_,z_y__y__x__y__y_,6,0.643,2.06,4.127,0.063
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1pitch_x_0_1roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.1__0.4_,z_y__y__y__x__z_,6,0.622,3.4,4.065,0.06
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1pitch_y_0_1pitch_z_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1__0.4_,z_y__y__z__y__z_,6,0.634,2.15,3.912,0.064
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_4roll_z_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__z__z__y_,6,0.628,2.06,4.027,0.061
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4pitch_x_0_4roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.4__0.4_,z_y__y__x__x__z_,6,0.511,2.53,2.552,0.025
roll_z_0_1roll_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_1pitch_y_0_1,roll_roll__pitch__roll__roll__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__y__y__y_,6,0.617,1.84,3.875,0.065
roll_z_0_1roll_y_0_1roll_y_0_4roll_y_0_4pitch_y_0_1pitch_y_0_1,roll_roll__roll__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__y__y__y_,6,0.604,2.41,4.009,0.058
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_x_0_4roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__y__x__y_,6,0.622,2.18,4.068,0.058
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4pitch_z_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__x__z__y_,6,0.375,2.97,4.854,0.031
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4pitch_x_0_1roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.4_,z_y__y__x__x__x_,6,0.649,3.62,4.897,0.06
roll_z_0_1roll_y_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__y__y__z_,6,0.619,1.9,3.948,0.061
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_x_0_4pitch_x_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__y__x__x_,6,0.694,2.12,2.538,0.078
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_1roll_y_0_4roll_y_0_4,roll_roll__roll__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.4__0.4_,z_y__y__y__y__y_,6,0.599,2.05,4.093,0.055
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_x_0_1pitch_y_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__y__x__y_,6,0.619,1.8,4.069,0.061
roll_z_0_1roll_y_0_4roll_y_0_4pitch_y_0_4roll_y_0_4roll_y_0_4,roll_roll__roll__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4__0.4_,z_y__y__y__y__y_,6,0.6,2.68,4.036,0.057
roll_z_0_1roll_y_0_4pitch_y_0_1roll_y_0_4pitch_y_0_1roll_x_0_1,roll_roll__pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__y__y__x_,6,0.585,1.8,4.211,0.049
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4pitch_z_0_4pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.4__0.1_,z_y__y__z__z__z_,6,0.634,2.31,4.025,0.063
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_4roll_x_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.1__0.4_,z_y__y__x__x__y_,6,0.616,1.95,4.026,0.06
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1pitch_y_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.1__0.1_,z_y__y__x__y__y_,6,0.395,2.2,2.591,0.007
roll_z_0_1pris_z_0_4pris_y_0_1roll_z_0_1pitch_y_0_1roll_x_0_4,roll_pris__pris__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_z__y__z__y__x_,6,0.477,2.45,2.697,0.024
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4pitch_z_0_1pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__x__z__z_,6,0.6,1.85,4.142,0.052
roll_z_0_1roll_y_0_4roll_y_0_4roll_y_0_1roll_y_0_4roll_y_0_4,roll_roll__roll__roll__roll__roll_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__y__y__y_,6,0.639,2.0,3.87,0.065
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4pitch_z_0_4roll_x_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.4__0.1_,z_y__y__z__z__x_,6,0.594,2.32,4.171,0.051
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_y_0_1pitch_z_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__y__z_,6,0.636,3.0,4.173,0.064
roll_z_0_1roll_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_4pitch_z_0_4,roll_roll__pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.4__0.4_,z_y__y__z__y__z_,6,0.631,2.53,3.92,0.067
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4roll_x_0_1roll_y_0_1,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__x__x__y_,6,0.54,4.5,4.829,0.047
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4roll_z_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__y__z__y__z_,6,0.619,2.16,4.095,0.054
roll_z_0_1roll_y_0_4roll_y_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.4__0.4_,z_y__y__y__z__z_,6,0.63,2.42,4.036,0.058
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1pitch_y_0_4roll_x_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.1__0.4__0.1_,z_y__y__y__y__x_,6,0.643,1.83,3.908,0.065
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4roll_y_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.1__0.4_,z_y__y__x__y__y_,6,0.496,4.17,4.935,0.019
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1pitch_z_0_1roll_z_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.1__0.1_,z_y__y__z__z__z_,6,0.635,1.8,3.846,0.067
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_z_0_1pitch_x_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.1_,z_y__y__y__z__x_,6,0.615,1.8,3.971,0.061
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4pitch_y_0_4,roll_roll__roll__pitch__pitch__pitch_,0.1_0.1__0.1__0.4__0.4__0.4_,z_y__y__y__x__y_,6,0.769,2.11,3.032,0.087
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4pitch_z_0_1pitch_y_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.1__0.1_,z_y__y__z__z__y_,6,0.633,4.03,4.05,0.06
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_z_0_4pitch_z_0_1pitch_z_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__z__z__z_,6,0.611,2.41,4.138,0.054
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4pitch_z_0_4pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.4__0.4_,z_y__y__x__z__x_,6,0.57,2.75,4.79,0.052
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__z__y_,6,0.604,2.31,4.135,0.053
