name,joints,link_length,prev_axe,dof,mu,time,LCI,Z
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_1roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__y__y__x_,5,0.692,2.61,3.777,0.073
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_1roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__y__y__x_,5,0.64,3.57,4.935,0.064
roll_z_0_1pitch_y_0_4roll_y_0_1pitch_y_0_4roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__y__y__x_,5,0.637,2.36,4.418,0.064
roll_z_0_1pitch_y_0_4roll_y_0_1pitch_y_0_1roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__y__y__x_,5,0.456,3.41,4.935,0.024
roll_z_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__y__y__x_,5,0.753,2.7,3.17,0.083
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__y__y__z_,5,0.63,2.81,4.284,0.062
roll_z_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__y__y__z_,5,0.64,2.35,4.299,0.069
roll_z_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__y__y__z_,5,0.459,2.6,4.914,0.03
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4pitch_y_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__y_,5,0.481,2.92,4.387,0.035
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_y_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__y_,5,0.63,3.38,4.773,0.07
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_y_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__y_,5,0.658,2.64,3.9,0.067
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_y_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__y_,5,0.66,2.55,3.465,0.065
roll_z_0_1pitch_y_0_1roll_x_0_1pitch_y_0_4pitch_y_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.1__0.4__0.4_,z_y__x__y__y_,5,0.641,3.01,4.856,0.067
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4roll_y_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__y_,5,0.62,3.66,4.602,0.059
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1roll_y_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__y_,5,0.653,2.5,3.819,0.058
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__y_,5,0.659,3.46,3.602,0.073
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_1roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__x__y__y_,5,0.592,2.6,3.01,0.064
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__y_,5,0.685,2.55,3.373,0.056
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4roll_y_0_1,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__y_,5,0.64,2.31,4.85,0.059
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_1roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__x__y__y_,5,0.659,2.96,3.799,0.07
roll_z_0_1pitch_y_0_4roll_x_0_1pris_y_0_4roll_x_0_4,roll_pitch__roll__pris__roll_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__x_,5,0.637,2.83,4.934,0.067
roll_z_0_1pitch_y_0_4roll_x_0_1roll_y_0_1pris_y_0_4,roll_pitch__roll__roll__pris_,0.1_0.4__0.1__0.1__0.4_,z_y__x__y__y_,5,0.685,1.95,3.466,0.062
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_4pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__x__y__y_,5,0.635,3.02,4.823,0.063
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_4pitch_y_0_1,roll_pitch__roll__roll__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__y_,5,0.671,1.95,3.084,0.053
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_1pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__y_,5,0.759,2.76,3.196,0.081
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_1pitch_y_0_1,roll_pitch__roll__roll__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__y_,5,0.537,2.44,3.988,0.049
roll_z_0_1pitch_y_0_4roll_x_0_1roll_y_0_4pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__y_,5,0.638,2.15,3.513,0.065
roll_z_0_1pitch_y_0_1roll_x_0_4roll_y_0_4pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__y_,5,0.752,1.94,3.235,0.083
roll_z_0_1pitch_y_0_1roll_x_0_4roll_y_0_4pitch_y_0_1,roll_pitch__roll__roll__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__y_,5,0.593,2.16,2.787,0.064
roll_z_0_1pitch_y_0_1roll_x_0_4roll_y_0_1pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.1__0.4__0.1__0.4_,z_y__x__y__y_,5,0.722,2.9,3.384,0.081
roll_z_0_1pitch_y_0_1roll_x_0_1roll_y_0_4pitch_y_0_4,roll_pitch__roll__roll__pitch_,0.1_0.1__0.1__0.4__0.4_,z_y__x__y__y_,5,0.627,4.17,4.935,0.064
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_4roll_y_0_1,roll_pitch__roll__roll__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__y_,5,0.759,3.26,3.101,0.081
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_1roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__y_,5,0.62,3.01,3.963,0.065
roll_z_0_1pitch_y_0_4roll_x_0_1roll_y_0_4roll_y_0_1,roll_pitch__roll__roll__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__x__y__y_,5,0.664,3.66,4.855,0.07
roll_z_0_1pitch_y_0_1roll_x_0_4roll_y_0_1roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__x__y__y_,5,0.542,2.5,4.463,0.058
roll_z_0_1pitch_y_0_1roll_x_0_1roll_y_0_4roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.1__0.1__0.4__0.4_,z_y__x__y__y_,5,0.672,3.85,4.907,0.06
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__x_,5,0.664,2.71,4.648,0.059
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__x_,5,0.545,3.73,4.818,0.044
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__x_,5,0.633,3.17,4.92,0.063
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__x_,5,0.641,2.57,3.254,0.066
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_1pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.1__0.4_,z_y__x__y__x_,5,0.739,2.72,3.322,0.078
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__x_,5,0.639,2.36,4.935,0.067
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__x_,5,0.616,2.11,3.183,0.068
roll_z_0_1pitch_y_0_1roll_x_0_1pitch_y_0_4pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.1__0.4__0.4_,z_y__x__y__x_,5,0.639,3.34,4.935,0.067
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4roll_z_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__x__y__z_,5,0.627,2.74,4.343,0.06
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1roll_z_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__z_,5,0.665,3.46,3.642,0.058
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1roll_z_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__z_,5,0.647,2.91,2.324,0.063
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4roll_z_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__z_,5,0.648,2.56,3.52,0.061
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4roll_z_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__x__y__z_,5,0.676,2.65,3.158,0.063
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__x_,5,0.682,2.3,3.137,0.064
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__x_,5,0.61,2.51,3.467,0.059
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__x__y__x_,5,0.549,2.35,4.488,0.049
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__x_,5,0.715,3.37,3.1,0.083
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__x__y__x_,5,0.627,2.21,4.835,0.064
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_1roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__x__y__x_,5,0.607,2.9,4.935,0.048
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__x_,5,0.636,2.16,4.935,0.067
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_1roll_x_0_4,roll_pitch__roll__pitch__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__x__y__x_,5,0.663,2.11,3.943,0.065
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__z_,5,0.503,3.21,4.83,0.033
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.4__0.4_,z_y__x__y__z_,5,0.765,2.71,3.424,0.081
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4pitch_z_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.4__0.1_,z_y__x__y__z_,5,0.559,2.56,3.991,0.05
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__x__y__z_,5,0.535,2.81,4.617,0.039
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_z_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__z_,5,0.611,2.35,3.676,0.055
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_1pitch_z_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.1__0.4_,z_y__x__y__z_,5,0.629,2.65,3.355,0.058
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_1pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__z__y__y_,5,0.635,4.32,4.922,0.062
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_1pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__z__y__y_,5,0.622,2.51,2.05,0.058
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_y_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.4__0.4_,z_y__z__y__y_,5,0.627,3.17,4.903,0.065
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_y_0_1pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.1__0.4_,z_y__z__y__y_,5,0.636,3.36,4.855,0.058
roll_z_0_1pitch_y_0_1pitch_z_0_1roll_y_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.1__0.4__0.4_,z_y__z__y__y_,5,0.589,2.0,2.848,0.064
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__z__y__y_,5,0.602,2.66,2.35,0.059
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__z__y__y_,5,0.669,2.75,3.745,0.057
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__z__y__y_,5,0.687,3.73,4.91,0.064
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_1roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__z__y__y_,5,0.481,2.81,4.486,0.034
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_y_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__z__y__y_,5,0.753,2.58,3.856,0.082
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__z__y__y_,5,0.624,3.51,4.863,0.066
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_y_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__z__y__y_,5,0.683,2.45,2.951,0.057
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_y_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__z__y__y_,5,0.627,3.1,4.781,0.07
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_y_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__z__y__y_,5,0.661,2.65,4.789,0.076
roll_z_0_1pitch_y_0_1pitch_z_0_1roll_y_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.1__0.4__0.4_,z_y__z__y__y_,5,0.671,2.35,3.692,0.069
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__z__z__y_,5,0.602,2.56,3.786,0.058
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__z__z__y_,5,0.622,2.56,3.471,0.075
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_1pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.1__0.4_,z_y__z__z__y_,5,0.677,3.31,3.933,0.058
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_z_0_4pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.4__0.1_,z_y__z__z__y_,5,0.632,4.11,4.891,0.062
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.4__0.4_,z_y__z__z__y_,5,0.51,2.3,4.237,0.044
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__z__z__y_,5,0.653,2.2,3.373,0.056
roll_z_0_1pitch_y_0_1pitch_z_0_1roll_z_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.1__0.4__0.4_,z_y__z__z__y_,5,0.712,2.45,3.142,0.065
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__z__z__y_,5,0.616,2.55,4.096,0.056
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__z__z__y_,5,0.438,2.66,4.935,0.021
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_1roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__z__z__y_,5,0.679,2.7,3.378,0.079
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_z_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__z__z__y_,5,0.641,2.82,2.128,0.061
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_z_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__z__z__y_,5,0.662,2.46,3.903,0.065
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__z__z__y_,5,0.702,2.6,3.024,0.059
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__z__z__y_,5,0.632,2.0,4.011,0.054
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__z__z__y_,5,0.673,2.5,3.382,0.062
roll_z_0_1pitch_y_0_1pitch_z_0_1roll_z_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.1__0.4__0.4_,z_y__z__z__y_,5,0.607,1.96,2.889,0.063
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__z__z__y_,5,0.604,2.45,3.773,0.058
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_1roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.1__0.1_,z_y__z__z__y_,5,0.679,2.7,3.378,0.079
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_z_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.4_,z_y__z__z__y_,5,0.616,3.06,3.432,0.063
roll_z_0_1pitch_y_0_4pitch_z_0_1roll_z_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.1__0.1__0.4_,z_y__z__z__y_,5,0.662,2.46,3.903,0.065
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__z__z__y_,5,0.702,2.6,3.024,0.059
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4roll_y_0_1,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.4__0.1_,z_y__z__z__y_,5,0.632,2.0,4.011,0.054
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_1roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.1__0.4_,z_y__z__z__y_,5,0.673,2.5,3.382,0.062
