name,joints,link_length,prev_axe,dof,mu,time,Z,LCI
roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_y_0_4pitch_x_0_1pitch_x_0_1,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.4__0.1__0.1_,z_y__y__y__x__x_,6,0.823,2.8,4.298,0.088
roll_z_0_1pris_y_0_7pitch_z_0_4roll_x_0_7pitch_y_0_4roll_z_0_4,roll_pris__pitch__roll__pitch__roll_,0.1_0.7__0.4__0.7__0.4__0.4_,z_y__z__x__y__z_,6,0.602,1.92,3.457,0.04
roll_z_0_1pitch_y_0_4roll_y_0_4roll_y_0_4pitch_y_0_1pris_y_0_7,roll_pitch__roll__roll__pitch__pris_,0.1_0.4__0.4__0.4__0.1__0.7_,z_y__y__y__y__y_,6,0.649,2.52,3.848,0.053
roll_z_0_1pitch_y_0_7pitch_y_0_7roll_y_0_7pitch_y_0_1pitch_z_0_4,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.7__0.7__0.7__0.1__0.4_,z_y__y__y__y__z_,6,0.481,4.59,1.872,0.021
roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_y_0_4pitch_z_0_7pitch_x_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.4__0.7__0.4_,z_y__y__y__z__x_,6,0.74,1.75,3.433,0.077
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_z_0_1pitch_x_0_1roll_x_0_4,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.1__0.1__0.4_,z_y__y__z__x__x_,6,0.484,2.81,2.85,0.039
roll_z_0_1pitch_y_0_7roll_z_0_4pris_y_0_4pitch_z_0_7pitch_y_0_7,roll_pitch__roll__pris__pitch__pitch_,0.1_0.7__0.4__0.4__0.7__0.7_,z_y__z__y__z__y_,6,0.633,2.51,2.921,0.064
roll_z_0_1pitch_y_0_4pitch_x_0_4pitch_x_0_1pitch_z_0_4roll_z_0_1,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.1_,z_y__x__x__z__z_,6,0.514,2.86,3.973,0.043
roll_z_0_1pitch_y_0_1pitch_x_0_4pitch_y_0_1pitch_x_0_4pitch_x_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.1__0.4__0.4_,z_y__x__y__x__x_,6,0.65,2.51,3.96,0.045
roll_z_0_1pitch_y_0_1pitch_y_0_7pris_y_0_7pitch_z_0_4pitch_x_0_4,roll_pitch__pitch__pris__pitch__pitch_,0.1_0.1__0.7__0.7__0.4__0.4_,z_y__y__y__z__x_,6,0.548,1.9,4.774,0.041
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_y_0_4roll_x_0_1roll_y_0_4,roll_pitch__pitch__pitch__roll__roll_,0.1_0.7__0.7__0.4__0.1__0.4_,z_y__x__y__x__y_,6,0.61,2.4,4.22,0.05
roll_z_0_1pitch_y_0_7pris_x_0_7pris_y_0_4pitch_y_0_1pitch_z_0_7,roll_pitch__pris__pris__pitch__pitch_,0.1_0.7__0.7__0.4__0.1__0.7_,z_y__x__y__y__z_,6,0.637,2.39,3.171,0.032
roll_z_0_1pitch_y_0_4roll_x_0_1pris_y_0_7pitch_z_0_4roll_x_0_7,roll_pitch__roll__pris__pitch__roll_,0.1_0.4__0.1__0.7__0.4__0.7_,z_y__x__y__z__x_,6,0.363,3.74,3.666,0.034
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_x_0_4pitch_z_0_4pitch_z_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.7__0.4__0.4__0.7_,z_y__x__x__z__z_,6,0.525,1.86,4.412,0.035
roll_z_0_1pitch_y_0_1pitch_y_0_1pitch_x_0_1roll_z_0_4pris_z_0_7,roll_pitch__pitch__pitch__roll__pris_,0.1_0.1__0.1__0.1__0.4__0.7_,z_y__y__x__z__z_,6,0.679,1.69,2.17,0.077
roll_z_0_1pitch_y_0_4roll_y_0_4pris_z_0_7pitch_y_0_7roll_z_0_1,roll_pitch__roll__pris__pitch__roll_,0.1_0.4__0.4__0.7__0.7__0.1_,z_y__y__z__y__z_,6,0.455,4.11,2.912,0.028
roll_z_0_1pris_y_0_7roll_x_0_1pitch_y_0_7roll_z_0_1pris_z_0_7,roll_pris__roll__pitch__roll__pris_,0.1_0.7__0.1__0.7__0.1__0.7_,z_y__x__y__z__z_,6,0.541,2.96,4.383,0.043
roll_z_0_1pitch_y_0_7pris_y_0_7roll_x_0_7pitch_y_0_7roll_x_0_7,roll_pitch__pris__roll__pitch__roll_,0.1_0.7__0.7__0.7__0.7__0.7_,z_y__y__x__y__x_,6,0.744,2.41,4.879,0.067
roll_z_0_1pitch_y_0_1pris_x_0_7pitch_x_0_7pitch_z_0_1pitch_x_0_1,roll_pitch__pris__pitch__pitch__pitch_,0.1_0.1__0.7__0.7__0.1__0.1_,z_y__x__x__z__x_,6,0.758,2.22,4.935,0.086
roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_x_0_7pitch_x_0_4pitch_z_0_1,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.7__0.4__0.1_,z_y__x__x__x__z_,6,0.54,2.99,3.362,0.048
roll_z_0_1pitch_y_0_7pitch_z_0_7pitch_y_0_7roll_z_0_7roll_y_0_1,roll_pitch__pitch__pitch__roll__roll_,0.1_0.7__0.7__0.7__0.7__0.1_,z_y__z__y__z__y_,6,0.474,3.64,3.133,0.052
roll_z_0_1pitch_y_0_1pitch_x_0_4pitch_y_0_4pitch_x_0_1pitch_x_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.7_,z_y__x__y__x__x_,6,0.655,2.77,4.636,0.048
roll_z_0_1pitch_y_0_7pitch_z_0_7pris_z_0_7roll_x_0_1roll_y_0_7,roll_pitch__pitch__pris__roll__roll_,0.1_0.7__0.7__0.7__0.1__0.7_,z_y__z__z__x__y_,6,0.602,2.22,1.893,0.062
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_x_0_1pitch_y_0_1roll_z_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.1__0.1__0.7_,z_y__x__x__y__z_,6,0.622,2.8,3.459,0.068
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_y_0_4pitch_z_0_7pitch_z_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.1__0.4__0.7__0.4_,z_y__x__y__z__z_,6,0.331,3.93,4.154,0.025
roll_z_0_1pitch_y_0_1pitch_z_0_7pitch_z_0_1pitch_z_0_7pris_x_0_7,roll_pitch__pitch__pitch__pitch__pris_,0.1_0.1__0.7__0.1__0.7__0.7_,z_y__z__z__z__x_,6,0.715,2.19,3.754,0.075
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_x_0_1pitch_y_0_1pitch_z_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.7__0.1__0.1__0.7_,z_y__x__x__y__z_,6,0.596,3.22,4.042,0.047
roll_z_0_1pitch_y_0_4pitch_y_0_4roll_z_0_7pitch_y_0_7pitch_x_0_7,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.7__0.7__0.7_,z_y__y__z__y__x_,6,0.672,3,2.14,0.055
roll_z_0_1pitch_y_0_7pitch_x_0_1roll_y_0_7pitch_y_0_1pris_z_0_4,roll_pitch__pitch__roll__pitch__pris_,0.1_0.7__0.1__0.7__0.1__0.4_,z_y__x__y__y__z_,6,0.651,2.46,2.926,0.069
roll_z_0_1pitch_y_0_4pitch_x_0_7pitch_z_0_7roll_x_0_4pitch_y_0_4,roll_pitch__pitch__pitch__roll__pitch_,0.1_0.4__0.7__0.7__0.4__0.4_,z_y__x__z__x__y_,6,0.634,2.06,4.046,0.052
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_y_0_4pitch_z_0_4roll_y_0_4,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.1__0.7__0.4__0.4__0.4_,z_y__y__y__z__y_,6,0.511,2.17,4.893,0.043
roll_z_0_1pitch_y_0_1pitch_y_0_7roll_z_0_7pitch_y_0_4pitch_z_0_1,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.1__0.7__0.7__0.4__0.1_,z_y__y__z__y__z_,6,0.742,1.98,3.207,0.073
roll_z_0_1pitch_y_0_7pitch_y_0_1pris_x_0_4pitch_y_0_7roll_z_0_1,roll_pitch__pitch__pris__pitch__roll_,0.1_0.7__0.1__0.4__0.7__0.1_,z_y__y__x__y__z_,6,0.829,2.06,1.801,0.092
roll_z_0_1pitch_y_0_7pitch_y_0_1pitch_y_0_7pitch_y_0_7pitch_x_0_1,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.1__0.7__0.7__0.1_,z_y__y__y__y__x_,6,0.548,3.26,4.612,0.051
roll_z_0_1pitch_y_0_1pris_x_0_7pitch_y_0_4pitch_x_0_1roll_z_0_1,roll_pitch__pris__pitch__pitch__roll_,0.1_0.1__0.7__0.4__0.1__0.1_,z_y__x__y__x__z_,6,0.724,2.26,2.786,0.075
roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_z_0_7pitch_y_0_1roll_z_0_4,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.4__0.7__0.7__0.1__0.4_,z_y__y__z__y__z_,6,0.648,1.65,3.905,0.054
roll_z_0_1pitch_y_0_7roll_x_0_1pris_y_0_7roll_y_0_1pris_z_0_7,roll_pitch__roll__pris__roll__pris_,0.1_0.7__0.1__0.7__0.1__0.7_,z_y__x__y__y__z_,6,0.665,2.17,2.829,0.074
