name,joints,link_length,prev_axe,dof,mu,time,Z,LCI
roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_y_0_1pitch_x_0_1roll_x_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.1__0.1__0.7_,z_y__x__y__x__x_,6,0.036,2.68,0.036,0.068
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4roll_x_0_1roll_y_0_4,roll_pitch__pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.1__0.4_,z_y__z__y__x__y_,6,0.171,2.21,0.059,0.254
roll_z_0_1pitch_y_0_7roll_z_0_1roll_y_0_4pitch_y_0_7roll_y_0_1,roll_pitch__roll__roll__pitch__roll_,0.1_0.7__0.1__0.4__0.7__0.1_,z_y__z__y__y__y_,6,0.222,2.42,0.059,0.267
roll_z_0_1pitch_y_0_4pitch_x_0_7roll_y_0_7pitch_y_0_1pitch_y_0_1,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.4__0.7__0.7__0.1__0.1_,z_y__x__y__y__y_,6,0.2,2.87,0.062,0.257
roll_z_0_1pitch_y_0_7pitch_y_0_7pitch_x_0_7pitch_y_0_7pitch_z_0_1,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.7__0.7__0.7__0.1_,z_y__y__x__y__z_,6,0.211,2.25,0.068,0.268
roll_z_0_1pitch_y_0_4pitch_z_0_7roll_x_0_1pitch_y_0_7pitch_x_0_4,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.4__0.7__0.1__0.7__0.4_,z_y__z__x__y__x_,6,0.034,3.2,0.007,0.421
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_z_0_7roll_x_0_1pitch_y_0_7,roll_pitch__pitch__pitch__roll__pitch_,0.1_0.1__0.7__0.7__0.1__0.7_,z_y__y__z__x__y_,6,0.199,2.99,0.063,0.263
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_x_0_1pitch_z_0_1roll_y_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.1__0.1__0.7_,z_y__x__x__z__y_,6,0.201,2.45,0.06,0.252
roll_z_0_1pitch_y_0_1pitch_z_0_1pitch_x_0_7pitch_x_0_4roll_z_0_1,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.7__0.4__0.1_,z_y__z__x__x__z_,6,0.172,2.62,0.055,0.28
roll_z_0_1pitch_y_0_1pitch_z_0_1roll_x_0_4pitch_y_0_1pitch_y_0_7,roll_pitch__pitch__roll__pitch__pitch_,0.1_0.1__0.1__0.4__0.1__0.7_,z_y__z__x__y__y_,6,0.16,2.45,0.055,0.25
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_y_0_1pitch_z_0_1pitch_x_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.7__0.1__0.1__0.7_,z_y__y__y__z__x_,6,0.367,2.82,0.08,0.26
roll_z_0_1pitch_y_0_7roll_x_0_4pitch_y_0_4roll_x_0_7pitch_y_0_4,roll_pitch__roll__pitch__roll__pitch_,0.1_0.7__0.4__0.4__0.7__0.4_,z_y__x__y__x__y_,6,0.053,2.9,0.013,0.388
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_x_0_7pitch_z_0_1roll_y_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.7__0.1__0.7_,z_y__x__x__z__y_,6,0.148,2.46,0.048,0.259
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_1pitch_x_0_1roll_z_0_4,roll_pitch__roll__pitch__pitch__roll_,0.1_0.1__0.7__0.1__0.1__0.4_,z_y__z__y__x__z_,6,0.198,2.36,0.061,0.196
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_x_0_4roll_y_0_1pris_z_0_7,roll_pitch__pitch__pitch__roll__pris_,0.1_0.1__0.7__0.4__0.1__0.7_,z_y__x__x__y__z_,6,0.154,2.93,0.052,0.264
roll_z_0_1pitch_y_0_4pitch_y_0_7roll_z_0_4roll_y_0_4roll_y_0_7,roll_pitch__pitch__roll__roll__roll_,0.1_0.4__0.7__0.4__0.4__0.7_,z_y__y__z__y__y_,6,0.191,2.32,0.058,0.255
roll_z_0_1pitch_y_0_7pitch_z_0_7pitch_z_0_7pitch_z_0_1pris_y_0_7,roll_pitch__pitch__pitch__pitch__pris_,0.1_0.7__0.7__0.7__0.1__0.7_,z_y__z__z__z__y_,6,0.215,2.18,0.062,0.271
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_y_0_7pitch_z_0_4roll_z_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.1__0.7__0.7__0.4__0.7_,z_y__y__y__z__z_,6,0.199,2.55,0.064,0.254
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_z_0_4roll_x_0_1pitch_y_0_1,roll_pitch__pitch__pitch__roll__pitch_,0.1_0.1__0.7__0.4__0.1__0.1_,z_y__x__z__x__y_,6,0.194,2.1,0.065,0.262
