name,joints,link_length,prev_axe,dof,mu,time,Z,LCI
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_z_0_1pitch_z_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.1__0.1_,z_y__y__z__z_,5,0.001,3.43,4.588,0.007
roll_z_0_1pitch_y_0_7pris_y_0_7pitch_x_0_4roll_x_0_7,roll_pitch__pris__pitch__roll_,0.1_0.7__0.7__0.4__0.7_,z_y__y__x__x_,5,0.001,2.87,3.078,0.001
roll_z_0_1pitch_y_0_4roll_z_0_4pitch_y_0_7pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.7__0.1_,z_y__z__y__x_,5,0.006,3.82,4.423,0.014
roll_z_0_1roll_y_0_7pitch_y_0_1pitch_y_0_1roll_z_0_4,roll_roll__pitch__pitch__roll_,0.1_0.7__0.1__0.1__0.4_,z_y__y__y__z_,5,0.005,2.5,3.158,0.004
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_4pitch_y_0_7,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.7__0.4__0.7_,z_y__z__y__y_,5,0.002,3.23,4.152,0.013
roll_z_0_1pitch_y_0_7roll_z_0_4pitch_y_0_1pitch_y_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.7__0.4__0.1__0.4_,z_y__z__y__y_,5,0.002,3.22,4.836,0.001
roll_z_0_1pitch_y_0_7roll_x_0_1pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.7__0.1__0.4__0.1_,z_y__x__y__x_,5,0.006,3.12,3.37,0.01
roll_z_0_1pitch_y_0_7roll_z_0_1pitch_y_0_7roll_y_0_4,roll_pitch__roll__pitch__roll_,0.1_0.7__0.1__0.7__0.4_,z_y__z__y__y_,5,0.005,3.43,4.843,0.011
roll_z_0_1pitch_y_0_4pitch_z_0_7pitch_x_0_1pitch_x_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.1__0.1_,z_y__z__x__x_,5,0.005,2.57,4.07,0.012
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_7pitch_z_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.1__0.4__0.7__0.7_,z_y__y__y__z_,5,0.001,3.9,4.588,0.004
roll_z_0_1pitch_y_0_1pitch_z_0_1pitch_x_0_4roll_x_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.7_,z_y__z__x__x_,5,0.006,2.82,2.533,0.012
roll_z_0_1pitch_y_0_1pitch_x_0_1pitch_x_0_1roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.7_,z_y__x__x__z_,5,0.004,2.94,3.361,0.004
roll_z_0_1pitch_y_0_7pitch_y_0_7pitch_y_0_4roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.4__0.7_,z_y__y__y__z_,5,0.006,2.78,4.517,0.015
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_7pitch_z_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.7__0.4_,z_y__z__y__z_,5,0.002,2.32,3.378,0.004
roll_z_0_1roll_y_0_7pitch_y_0_1pitch_z_0_1pitch_z_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.7__0.1__0.1__0.7_,z_y__y__z__z_,5,0.001,3.01,1.746,0
roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_x_0_1roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.4__0.1__0.1_,z_y__y__x__x_,5,0.007,2.79,3.432,0.006
roll_z_0_1pitch_y_0_1pitch_x_0_7roll_z_0_1pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.1__0.7__0.1__0.1_,z_y__x__z__y_,5,0.019,2.51,3.474,0.021
roll_z_0_1pitch_y_0_7roll_x_0_7roll_y_0_4pitch_y_0_7,roll_pitch__roll__roll__pitch_,0.1_0.7__0.7__0.4__0.7_,z_y__x__y__y_,5,0.023,5.41,4.935,0.027
roll_z_0_1roll_y_0_7roll_y_0_7roll_y_0_1roll_y_0_1,roll_roll__roll__roll__roll_,0.1_0.7__0.7__0.1__0.1_,z_y__y__y__y_,5,0.007,2.56,4.525,0.011
roll_z_0_1pitch_y_0_4roll_x_0_4roll_y_0_1roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__x__y__y_,5,0.056,4.28,3.447,0.034
roll_z_0_1pitch_y_0_7pitch_x_0_7roll_y_0_1pris_z_0_4,roll_pitch__pitch__roll__pris_,0.1_0.7__0.7__0.1__0.4_,z_y__x__y__z_,5,0.003,2.63,3.365,0.002
roll_z_0_1pitch_y_0_4pitch_x_0_7pitch_z_0_4pitch_y_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.4__0.7_,z_y__x__z__y_,5,0.004,2.72,3.446,0.007
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_y_0_1pitch_x_0_7,roll_roll__pitch__pitch__pitch_,0.1_0.4__0.7__0.1__0.7_,z_y__y__y__x_,5,0.002,3.02,2.134,0.001
roll_z_0_1pitch_y_0_4pitch_x_0_7pitch_y_0_1pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.1__0.1_,z_y__x__y__y_,5,0.004,2.41,2.976,0.003
