Date,Time,combination,Result,axe one before last,joint one before last,Last Axe,Last joint,Total Tested,4914,Total Reached,1494
"26/06/19,",07:20,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:20,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:21,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:21,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:21,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:21,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:22,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:22,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:22,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:22,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:22,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:23,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:23,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:23,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:23,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:24,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:24,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:24,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:24,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:24,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:25,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:25,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:25,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:25,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:26,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_1,True,z,roll,y,pitch
"26/06/19,",07:26,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pitch_y_0_4,True,z,roll,y,pitch
"26/06/19,",07:26,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:26,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:26,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:27,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:27,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_4,False,z,roll,y,roll
"26/06/19,",07:27,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:27,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:28,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:28,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:28,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:28,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:28,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:29,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:29,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:29,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_1,False,z,roll,y,roll
"26/06/19,",07:29,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:30,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:30,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4roll_y_0_4,False,z,roll,y,roll
"26/06/19,",07:30,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:30,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:30,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:31,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:31,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:31,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:31,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_1,True,z,roll,y,roll
"26/06/19,",07:32,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4roll_y_0_4,True,z,roll,y,roll
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:32,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:33,roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_1,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_4,False,z,roll,y,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_4,False,z,roll,z,pris
"26/06/19,",07:34,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_4,False,z,roll,z,pris
"26/06/19,",07:35,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_1,False,z,roll,z,pris
"26/06/19,",07:35,roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_4,False,z,roll,z,pris
"26/06/19,",07:35,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pris_z_0_4,False,z,roll,z,pris
"26/06/19,",07:35,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_1,False,z,roll,z,pris
"26/06/19,",07:35,roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_4,False,z,roll,z,pris
