roll ,z
pris ,z
roll ,y
roll ,y
roll ,y
roll ,y
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
roll ,y
pitch ,y
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
roll ,y
pris ,z
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
roll ,y
pris ,y
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
pitch ,y
roll ,y
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
pitch ,y
pitch ,y
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
pitch ,y
pris ,z
,
,
,
,
roll ,z
pris ,z
roll ,y
roll ,y
pitch ,y
pris ,y
