name,joints,link_length,prev_axe,dof,mu,time,Z,LCI,Passed
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4pitch_z_0_1pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__x__z__x_,6,0.027,2.66,1.338,0.007,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1pitch_y_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.1__0.1_,z_y__y__x__y__y_,6,0.039,2.2,2.591,0.01,1
roll_z_0_1roll_y_0_1pitch_y_0_4roll_x_0_1roll_y_0_4pitch_y_0_4,roll_roll__pitch__roll__roll__pitch_,0.1_0.1__0.4__0.1__0.4__0.4_,z_y__y__x__y__y_,6,0.031,3.93,3.267,0.013,1
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4roll_x_0_4,roll_roll__roll__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.4__0.4_,z_y__y__y__x__x_,6,0.05,3.58,4.928,0.013,1
roll_z_0_1roll_y_0_1pitch_y_0_4roll_x_0_4pitch_y_0_1pitch_y_0_4,roll_roll__pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__x__y__y_,6,0.046,3.62,4.573,0.015,1
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_4roll_x_0_4pitch_y_0_4,roll_roll__pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.4__0.4__0.4_,z_y__y__x__x__y_,6,0.065,2.56,2.653,0.019,1
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_1pitch_y_0_4roll_y_0_1,roll_roll__pitch__roll__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.1_,z_y__y__x__y__y_,6,0.046,3.31,3.864,0.022,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_x_0_1pitch_z_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__x__z_,6,0.075,2.71,2.59,0.026,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4roll_y_0_1roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.4__0.1__0.4__0.1__0.4_,z_y__y__x__y__y_,6,0.086,4.17,4.935,0.026,1
roll_z_0_1roll_y_0_4roll_y_0_1roll_y_0_1pitch_y_0_1roll_y_0_4,roll_roll__roll__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__y__y_,6,0.061,2.26,2.67,0.033,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_1roll_z_0_4pitch_y_0_1,roll_roll__pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.1__0.4__0.1_,z_y__y__x__z__y_,6,0.1,3.56,4.935,0.034,1
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4pitch_x_0_4roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.4__0.4_,z_y__y__x__x__z_,6,0.096,2.53,2.552,0.035,1
roll_z_0_1pris_z_0_4pris_y_0_1roll_z_0_1pitch_y_0_1roll_x_0_4,roll_pris__pris__roll__pitch__roll_,0.1_0.4__0.1__0.1__0.1__0.4_,z_z__y__z__y__x_,6,0.075,2.45,2.697,0.035,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1pitch_y_0_4pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__x__y__x_,6,0.066,3.12,3.407,0.038,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4pitch_z_0_1roll_y_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1__0.1_,z_y__y__x__z__y_,6,0.032,2.97,4.854,0.045,1
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4pitch_z_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.4__0.4_,z_y__y__y__z__x_,6,0.065,2.58,4.141,0.046,1
roll_z_0_1pris_z_0_4pitch_y_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4,roll_pris__pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.4__0.4__0.4_,z_z__y__y__y__y_,6,0.043,3.77,4.741,0.048,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_1pitch_z_0_4pitch_z_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__x__z__z_,6,0.084,3.72,4.534,0.051,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_z_0_1roll_x_0_1pitch_y_0_4,roll_roll__pitch__pitch__roll__pitch_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__z__x__y_,6,0.081,5.73,4.259,0.054,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_x_0_4pitch_x_0_4roll_x_0_1,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.4__0.1_,z_y__y__x__x__x_,6,0.082,3.97,4.935,0.056,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4pitch_x_0_4pitch_z_0_1,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.4__0.4__0.1_,z_y__y__y__x__z_,6,0.024,3.42,3.45,0.057,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1pitch_x_0_4roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.1__0.4__0.4_,z_y__y__y__x__z_,6,0.057,3.06,3.81,0.063,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_z_0_1pitch_x_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.1__0.1__0.4_,z_y__y__y__z__x_,6,0.092,2.31,4.033,0.063,1
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_x_0_1roll_z_0_4roll_y_0_4,roll_roll__pitch__pitch__roll__roll_,0.1_0.1__0.4__0.1__0.4__0.4_,z_y__y__x__z__y_,6,0.104,3.72,3.998,0.065,1
roll_z_0_1roll_y_0_1roll_y_0_1roll_y_0_4pitch_y_0_1roll_x_0_4,roll_roll__roll__roll__pitch__roll_,0.1_0.1__0.1__0.4__0.1__0.4_,z_y__y__y__y__x_,6,0.043,4.74,4.88,0.067,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4pitch_x_0_4roll_z_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.4__0.4_,z_y__y__y__x__z_,6,0.148,1.94,4.235,0.07,1
roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1pitch_y_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.1__0.4__0.4_,z_y__y__y__y__x_,6,0.151,1.8,4.225,0.071,1
roll_z_0_1roll_y_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4pitch_y_0_1,roll_roll__roll__pitch__pitch__pitch_,0.1_0.1__0.1__0.4__0.4__0.1_,z_y__y__y__y__y_,6,0.189,6.91,4.735,0.071,1
