Date,Time ,Arm ,Results ,,,,
"19/06/19, 20:39",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:39",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:39",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:39",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_y_0_4,"True,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:40",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_y_0_4,"False,False,True,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_1,"False,False,False,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_y_0_4,"False,False,False,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:41",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_4,"False,False,False,False,False"
Date,Time ,Arm ,Results ,,,,
"19/06/19, 20:41",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_4,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_1,"False,False,False,False,False"
"19/06/19, 20:43",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_4,"False,False,False,False,False"
