name,joints,link_length,prev_axe,dof,mu,time,Z,LCI,Passed
roll_z_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4pitch_x_0_7pitch_x_0_7,roll_pitch__roll__pitch__pitch__pitch_,0.1_0.4__0.4__0.4__0.7__0.7_,z_y__z__y__x__x_,6,0.113,2.94,0.003,,1
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_z_0_7pitch_y_0_4pitch_x_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.7__0.4__0.4_,z_y__z__z__y__x_,6,0.195,2.45,0.004,,1
roll_z_0_1pitch_y_0_7pitch_z_0_4pitch_x_0_4pitch_y_0_4pitch_z_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.4__0.4__0.4_,z_y__z__x__y__z_,6,0.174,2.6,0.004,,1
roll_z_0_1roll_y_0_7pitch_y_0_7roll_x_0_4pitch_y_0_7roll_y_0_4,roll_roll__pitch__roll__pitch__roll_,0.1_0.7__0.7__0.4__0.7__0.4_,z_y__y__x__y__y_,6,0.42,2.04,0.004,,1
roll_z_0_1pitch_y_0_7pitch_y_0_7pitch_x_0_1pitch_z_0_7roll_y_0_4,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.1__0.7__0.4_,z_y__y__x__z__y_,6,0.197,2.46,0.005,,1
roll_z_0_1pitch_y_0_4pitch_z_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.4__0.1_,z_y__z__y__y__z_,6,0.208,1.99,0.006,,1
roll_z_0_1pitch_y_0_1roll_z_0_4pitch_y_0_7roll_y_0_4roll_y_0_4,roll_pitch__roll__pitch__roll__roll_,0.1_0.1__0.4__0.7__0.4__0.4_,z_y__z__y__y__y_,6,0.202,2.31,0.006,,1
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_y_0_4pitch_z_0_4roll_x_0_4,roll_roll__pitch__pitch__pitch__roll_,0.1_0.4__0.7__0.4__0.4__0.4_,z_y__y__y__z__x_,6,0.169,2.57,0.007,,1
roll_z_0_1pitch_y_0_7roll_y_0_4roll_y_0_4pitch_y_0_4pitch_x_0_7,roll_pitch__roll__roll__pitch__pitch_,0.1_0.7__0.4__0.4__0.4__0.7_,z_y__y__y__y__x_,6,0.16,2.84,0.009,,1
roll_z_0_1pitch_y_0_4roll_x_0_1pitch_y_0_4pitch_y_0_4pitch_x_0_7,roll_pitch__roll__pitch__pitch__pitch_,0.1_0.4__0.1__0.4__0.4__0.7_,z_y__x__y__y__x_,6,0.108,3.86,0.01,,1
roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_z_0_4pitch_y_0_7roll_z_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.7__0.7_,z_y__z__z__y__z_,6,0.175,2.83,0.011,,1
roll_z_0_1roll_y_0_4pitch_y_0_7roll_z_0_7pitch_y_0_1pitch_y_0_7,roll_roll__pitch__roll__pitch__pitch_,0.1_0.4__0.7__0.7__0.1__0.7_,z_y__y__z__y__y_,6,0.156,2.68,0.011,,1
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_y_0_7pitch_z_0_1roll_x_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.7__0.1__0.7__0.1__0.7_,z_y__x__y__z__x_,6,0.172,2.61,0.013,,1
roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_x_0_4pitch_z_0_7roll_y_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.1__0.7__0.4__0.7__0.7_,z_y__y__x__z__y_,6,0.029,4.16,0.001,,1
roll_z_0_1pitch_y_0_1roll_x_0_7pitch_y_0_7pitch_y_0_4roll_y_0_7,roll_pitch__roll__pitch__pitch__roll_,0.1_0.1__0.7__0.7__0.4__0.7_,z_y__x__y__y__y_,6,0.225,3.03,0.002,,1
roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_x_0_7pitch_x_0_1pitch_y_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.7__0.4__0.7__0.1__0.7_,z_y__x__x__x__y_,6,0.074,2.73,0.003,,1
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_z_0_1roll_x_0_4pitch_y_0_1,roll_pitch__pitch__pitch__roll__pitch_,0.1_0.1__0.4__0.1__0.4__0.1_,z_y__y__z__x__y_,6,0.133,2.67,0.003,,1
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_7pitch_x_0_7pitch_x_0_4,roll_pitch__roll__pitch__pitch__pitch_,0.1_0.4__0.4__0.7__0.7__0.4_,z_y__y__y__x__x_,6,0.163,2.44,0.003,,1
roll_z_0_1pitch_y_0_1roll_y_0_1pitch_y_0_1pitch_x_0_7roll_y_0_7,roll_pitch__roll__pitch__pitch__roll_,0.1_0.1__0.1__0.1__0.7__0.7_,z_y__y__y__x__y_,6,0.205,2.82,0.003,,1
roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_x_0_4pitch_z_0_7roll_x_0_7,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.4__0.7__0.4__0.7__0.7_,z_y__y__x__z__x_,6,0.182,2.79,0.004,,1
roll_z_0_1pitch_y_0_1pitch_z_0_4roll_z_0_4pitch_y_0_4roll_z_0_1,roll_pitch__pitch__roll__pitch__roll_,0.1_0.1__0.4__0.4__0.4__0.1_,z_y__z__z__y__z_,6,0.208,2.35,0.004,,1
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_z_0_1pitch_y_0_7pitch_y_0_4,roll_roll__pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.1__0.7__0.4_,z_y__y__z__y__y_,6,0.193,2.1,0.004,,1
roll_z_0_1roll_y_0_1roll_y_0_7pitch_y_0_7pitch_z_0_1pitch_x_0_1,roll_roll__roll__pitch__pitch__pitch_,0.1_0.1__0.7__0.7__0.1__0.1_,z_y__y__y__z__x_,6,0.191,2.15,0.004,,1
roll_z_0_1pitch_y_0_1pitch_z_0_4pitch_z_0_4pitch_y_0_4pitch_x_0_7,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.4__0.4__0.4__0.7_,z_y__z__z__y__x_,6,0.169,2.51,0.005,,1
roll_z_0_1pitch_y_0_1pitch_x_0_7pitch_z_0_7pitch_z_0_7pitch_z_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.7__0.7__0.7__0.4_,z_y__x__z__z__z_,6,0.152,2.52,0.005,,1
roll_z_0_1pitch_y_0_1pitch_z_0_7pitch_z_0_7pitch_y_0_7pitch_z_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.1__0.7__0.7__0.7__0.4_,z_y__z__z__y__z_,6,0.166,2.46,0.005,,1
roll_z_0_1pitch_y_0_4pitch_x_0_4pitch_x_0_1pitch_y_0_7pitch_z_0_4,roll_pitch__pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.7__0.4_,z_y__x__x__y__z_,6,0.196,2.69,0.005,,1
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_1roll_y_0_4,roll_pitch__pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.1__0.4_,z_y__y__z__y__y_,6,0.175,1.87,0.005,,1
