name,joints,link_length,prev_axe,dof,mu,time,Z,LCI,Passed
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_4roll_x_0_4,roll_roll__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__y__z__x_,5,0.0,2.28,0.113,0.0,1
roll_z_0_1pitch_y_0_4pitch_x_0_4roll_z_0_1pitch_y_0_1,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__x__z__y_,5,0.001,2.82,0.123,0.0,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_0_1pitch_x_0_1,roll_roll__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__y__z__x_,5,0.0,2.26,0.123,0.0,1
roll_z_0_1pitch_y_0_1roll_x_0_4pitch_y_0_4pitch_y_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.1__0.4__0.4__0.1_,z_y__x__y__y_,5,0.0,3.89,0.125,0.0,1
roll_z_0_1pitch_y_0_4roll_x_0_4pitch_y_0_4pitch_x_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__x__y__x_,5,0.0,2.83,0.125,0.0,1
roll_z_0_1pitch_y_0_4pitch_x_0_1pitch_z_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__x__z__x_,5,0.0,3.48,0.147,0.0,1
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_y_0_4roll_y_0_4,roll_pitch__pitch__roll__roll_,0.1_0.4__0.4__0.4__0.4_,z_y__z__y__y_,5,0.0,4.2,0.172,0.0,1
roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_x_0_1pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.4__0.1__0.1_,z_y__y__x__y_,5,0.0,3.28,0.174,0.0,1
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_x_0_4roll_x_0_1,roll_roll__pitch__pitch__roll_,0.1_0.4__0.4__0.4__0.1_,z_y__y__x__x_,5,0.0,2.34,0.174,0.0,1
roll_z_0_1pitch_y_0_4roll_y_0_4roll_y_0_1roll_y_0_4,roll_pitch__roll__roll__roll_,0.1_0.4__0.4__0.1__0.4_,z_y__y__y__y_,5,0.0,3.18,0.181,0.0,1
roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_x_0_4pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.1__0.4__0.1_,z_y__y__x__y_,5,0.001,2.52,0.221,0.0,1
roll_z_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pris_y_0_4,roll_pitch__pitch__roll__pris_,0.1_0.4__0.4__0.1__0.4_,z_y__y__y__y_,5,0.001,2.09,0.281,0.0,1
roll_z_0_1pitch_y_0_4pris_y_0_4pitch_y_0_1pris_x_0_4,roll_pitch__pris__pitch__pris_,0.1_0.4__0.4__0.1__0.4_,z_y__y__y__x_,5,0.001,2.22,0.281,0.0,1
roll_z_0_1pitch_y_0_4pitch_z_0_4roll_z_0_4pitch_y_0_4,roll_pitch__pitch__roll__pitch_,0.1_0.4__0.4__0.4__0.4_,z_y__z__z__y_,5,0.001,2.5,0.081,0.001,1
roll_z_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4pitch_z_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__y__y__z_,5,0.001,2.68,0.101,0.001,1
roll_z_0_1pitch_y_0_4roll_z_0_4pitch_y_0_4pitch_z_0_1,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.4__0.4__0.1_,z_y__z__y__z_,5,0.0,3.43,0.123,0.001,1
roll_z_0_1pitch_y_0_1pitch_z_0_4pitch_z_0_4roll_z_0_4,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.4__0.4_,z_y__z__z__z_,5,0.0,2.89,0.124,0.001,1
roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_y_0_4roll_x_0_1,roll_pitch__pitch__pitch__roll_,0.1_0.4__0.1__0.4__0.1_,z_y__y__y__x_,5,0.001,3.86,0.125,0.001,1
roll_z_0_1pitch_y_0_4roll_y_0_1pitch_y_0_1pitch_x_0_4,roll_pitch__roll__pitch__pitch_,0.1_0.4__0.1__0.1__0.4_,z_y__y__y__x_,5,0.002,3.6,0.125,0.001,1
roll_z_0_1roll_y_0_1pitch_y_0_1pitch_x_0_4roll_y_0_4,roll_roll__pitch__pitch__roll_,0.1_0.1__0.1__0.4__0.4_,z_y__y__x__y_,5,0.002,2.92,0.125,0.001,1
