name,joints,link_length,prev_axe,dof,mu,time,Z,LCI
roll_z_0_1roll_y_0_7pitch_y_0_1roll_x_0_4,roll_roll__pitch__roll_,0.1_0.7__0.1__0.4_,z_y__y__x_,4,0.057,4.6,0.084,0.046
roll_z_0_1roll_y_0_4pitch_y_1_0roll_x_1_0,roll_roll__pitch__roll_,0.1_0.4__1.0__1.0_,z_y__y__x_,4,0.058,4.85,0.291,0.045
roll_z_0_1roll_y_0_4pitch_y_1_0roll_x_0_4,roll_roll__pitch__roll_,0.1_0.4__1.0__0.4_,z_y__y__x_,4,0.068,5.52,0.224,0.05
roll_z_0_1roll_y_0_4pitch_y_0_7roll_x_1_0,roll_roll__pitch__roll_,0.1_0.4__0.7__1.0_,z_y__y__x_,4,0.055,5.08,0.075,0.044
roll_z_0_1roll_y_0_4pitch_y_0_7roll_x_0_4,roll_roll__pitch__roll_,0.1_0.4__0.7__0.4_,z_y__y__x_,4,0.102,4.72,0.293,0.047
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_1_0,roll_roll__pitch__roll_,0.1_0.4__0.4__1.0_,z_y__y__x_,4,0.05,4.63,0.295,0.045
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_7,roll_roll__pitch__roll_,0.1_0.4__0.4__0.7_,z_y__y__x_,4,0.07,6.16,0.152,0.051
roll_z_0_1roll_y_0_4pitch_y_0_4roll_x_0_4,roll_roll__pitch__roll_,0.1_0.4__0.4__0.4_,z_y__y__x_,4,0.076,4.76,0.237,0.047
roll_z_0_1roll_y_0_4pitch_y_0_1roll_x_1_0,roll_roll__pitch__roll_,0.1_0.4__0.1__1.0_,z_y__y__x_,4,0.068,5.68,0.241,0.05
roll_z_0_1roll_y_0_4pitch_y_0_1roll_x_0_7,roll_roll__pitch__roll_,0.1_0.4__0.1__0.7_,z_y__y__x_,4,0.072,4.73,0.237,0.045
roll_z_0_1roll_y_0_1pitch_y_0_4roll_x_1_0,roll_roll__pitch__roll_,0.1_0.1__0.4__1.0_,z_y__y__x_,4,0.048,4.92,0.289,0.046
roll_z_0_1roll_y_1_0pitch_y_1_0pitch_z_1_0,roll_roll__pitch__pitch_,0.1_1.0__1.0__1.0_,z_y__y__z_,4,0.058,4.88,0.291,0.051
roll_z_0_1roll_y_1_0pitch_y_1_0pitch_z_0_7,roll_roll__pitch__pitch_,0.1_1.0__1.0__0.7_,z_y__y__z_,4,0.1,5.12,0.287,0.047
roll_z_0_1roll_y_1_0pitch_y_1_0pitch_z_0_4,roll_roll__pitch__pitch_,0.1_1.0__1.0__0.4_,z_y__y__z_,4,0.055,4.89,0.213,0.047
roll_z_0_1roll_y_1_0pitch_y_1_0pitch_z_0_1,roll_roll__pitch__pitch_,0.1_1.0__1.0__0.1_,z_y__y__z_,4,0.07,5.46,0.235,0.051
roll_z_0_1roll_y_1_0pitch_y_0_7pitch_z_0_4,roll_roll__pitch__pitch_,0.1_1.0__0.7__0.4_,z_y__y__z_,4,0.071,4.92,0.215,0.048
roll_z_0_1roll_y_1_0pitch_y_0_7pitch_z_0_1,roll_roll__pitch__pitch_,0.1_1.0__0.7__0.1_,z_y__y__z_,4,0.106,4.76,0.287,0.047
roll_z_0_1roll_y_1_0pitch_y_0_4pitch_z_1_0,roll_roll__pitch__pitch_,0.1_1.0__0.4__1.0_,z_y__y__z_,4,0.049,4.68,0.295,0.047
roll_z_0_1roll_y_1_0pitch_y_0_4pitch_z_0_4,roll_roll__pitch__pitch_,0.1_1.0__0.4__0.4_,z_y__y__z_,4,0.096,4.71,0.297,0.05
roll_z_0_1roll_y_1_0pitch_y_0_4pitch_z_0_1,roll_roll__pitch__pitch_,0.1_1.0__0.4__0.1_,z_y__y__z_,4,0.073,4.72,0.224,0.045
roll_z_0_1roll_y_1_0pitch_y_0_1pitch_z_1_0,roll_roll__pitch__pitch_,0.1_1.0__0.1__1.0_,z_y__y__z_,4,0.043,4.96,0.286,0.046
roll_z_0_1roll_y_1_0pitch_y_0_1pitch_z_0_7,roll_roll__pitch__pitch_,0.1_1.0__0.1__0.7_,z_y__y__z_,4,0.109,5.08,0.286,0.052
roll_z_0_1roll_y_0_7pitch_y_1_0pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.7__1.0__1.0_,z_y__y__z_,4,0.095,5.18,0.282,0.051
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.7__0.7__1.0_,z_y__y__z_,4,0.071,5.59,0.222,0.05
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_z_0_4,roll_roll__pitch__pitch_,0.1_0.7__0.7__0.4_,z_y__y__z_,4,0.101,4.78,0.274,0.051
roll_z_0_1roll_y_0_7pitch_y_0_7pitch_z_0_1,roll_roll__pitch__pitch_,0.1_0.7__0.7__0.1_,z_y__y__z_,4,0.074,4.72,0.217,0.046
roll_z_0_1roll_y_0_7pitch_y_0_4pitch_z_0_7,roll_roll__pitch__pitch_,0.1_0.7__0.4__0.7_,z_y__y__z_,4,0.053,4.6,0.285,0.048
roll_z_0_1roll_y_0_7pitch_y_0_4pitch_z_0_1,roll_roll__pitch__pitch_,0.1_0.7__0.4__0.1_,z_y__y__z_,4,0.071,4.77,0.226,0.044
roll_z_0_1roll_y_0_7pitch_y_0_1pitch_z_0_4,roll_roll__pitch__pitch_,0.1_0.7__0.1__0.4_,z_y__y__z_,4,0.051,5.12,0.238,0.049
roll_z_0_1roll_y_0_4pitch_y_1_0pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.4__1.0__1.0_,z_y__y__z_,4,0.065,6.02,0.241,0.05
roll_z_0_1roll_y_0_4pitch_y_1_0pitch_z_0_7,roll_roll__pitch__pitch_,0.1_0.4__1.0__0.7_,z_y__y__z_,4,0.106,5.03,0.276,0.047
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.4__0.7__1.0_,z_y__y__z_,4,0.095,5.06,0.273,0.048
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_z_0_7,roll_roll__pitch__pitch_,0.1_0.4__0.7__0.7_,z_y__y__z_,4,0.07,5.78,0.239,0.051
roll_z_0_1roll_y_0_4pitch_y_0_7pitch_z_0_1,roll_roll__pitch__pitch_,0.1_0.4__0.7__0.1_,z_y__y__z_,4,0.103,4.73,0.284,0.046
roll_z_0_1roll_y_0_4pitch_y_0_4pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.4__0.4__1.0_,z_y__y__z_,4,0.106,5.03,0.278,0.05
roll_z_0_1roll_y_0_1pitch_y_1_0pitch_z_0_1,roll_roll__pitch__pitch_,0.1_0.1__1.0__0.1_,z_y__y__z_,4,0.103,4.84,0.282,0.046
roll_z_0_1roll_y_0_1pitch_y_0_7pitch_z_0_7,roll_roll__pitch__pitch_,0.1_0.1__0.7__0.7_,z_y__y__z_,4,0.106,4.95,0.283,0.047
roll_z_0_1roll_y_0_1pitch_y_0_7pitch_z_0_4,roll_roll__pitch__pitch_,0.1_0.1__0.7__0.4_,z_y__y__z_,4,0.065,4.66,0.286,0.046
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_1_0,roll_roll__pitch__pitch_,0.1_0.1__0.4__1.0_,z_y__y__z_,4,0.097,4.95,0.28,0.051
roll_z_0_1roll_y_0_1pitch_y_0_4pitch_z_0_7,roll_roll__pitch__pitch_,0.1_0.1__0.4__0.7_,z_y__y__z_,4,0.1,4.99,0.276,0.045
roll_z_0_1roll_y_1_0pitch_y_0_1pris_y_0_7,roll_roll__pitch__pris_,0.1_1.0__0.1__0.7_,z_y__y__y_,4,0.109,5.19,0.021,0.051
roll_z_0_1roll_y_0_4pitch_y_1_0pris_y_0_7,roll_roll__pitch__pris_,0.1_0.4__1.0__0.7_,z_y__y__y_,4,0.097,4.86,0.036,0.044
roll_z_0_1roll_y_0_1pitch_y_0_7pris_y_1_0,roll_roll__pitch__pris_,0.1_0.1__0.7__1.0_,z_y__y__y_,4,0.099,5.33,0.03,0.053
