name,joints,link_length,prev_axe,dof,mu,time,Z,LCI,Passed
roll_z_0_1pitch_y_0_7pitch_z_0_1roll_y_0_7roll_y_0_7,roll_pitch__pitch__roll__roll_,0.1_0.7__0.1__0.7__0.7_,z_y__z__y__y_,5,0.009,3.11,0.06,,1
roll_z_0_1pitch_y_0_7pitch_x_0_1pitch_y_0_4pitch_y_0_1,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.1__0.4__0.1_,z_y__x__y__y_,5,0.0,2.66,0.071,,1
roll_z_0_1pitch_y_0_7pitch_y_0_7pitch_y_0_4pitch_x_0_4,roll_pitch__pitch__pitch__pitch_,0.1_0.7__0.7__0.4__0.4_,z_y__y__y__x_,5,0.001,2.66,0.072,,1
roll_z_0_1pitch_y_0_1roll_z_0_7pitch_y_0_1roll_x_0_1,roll_pitch__roll__pitch__roll_,0.1_0.1__0.7__0.1__0.1_,z_y__z__y__x_,5,0.008,2.1,0.076,,1
roll_z_0_1pitch_y_0_4pitch_z_0_7pitch_y_0_4pitch_y_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.4__0.7__0.4__0.7_,z_y__z__y__y_,5,0.01,2.5,0.078,,1
roll_z_0_1pitch_y_0_7pitch_x_0_7pitch_x_0_7roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.7__0.7__0.7__0.7_,z_y__x__x__z_,5,0.002,2.62,0.084,,1
roll_z_0_1pitch_y_0_1pitch_y_0_4roll_y_0_7roll_y_0_7,roll_pitch__pitch__roll__roll_,0.1_0.1__0.4__0.7__0.7_,z_y__y__y__y_,5,0.003,2.26,0.088,,1
roll_z_0_1pitch_y_0_4pitch_y_0_7roll_x_0_4roll_y_0_7,roll_pitch__pitch__roll__roll_,0.1_0.4__0.7__0.4__0.7_,z_y__y__x__y_,5,0.005,2.53,0.088,,1
roll_z_0_1pitch_y_0_4roll_z_0_7roll_y_0_4pitch_y_0_1,roll_pitch__roll__roll__pitch_,0.1_0.4__0.7__0.4__0.1_,z_y__z__y__y_,5,0.006,2.81,0.088,,1
roll_z_0_1pitch_y_0_1pitch_z_0_1pitch_z_0_4pitch_x_0_7,roll_pitch__pitch__pitch__pitch_,0.1_0.1__0.1__0.4__0.7_,z_y__z__z__x_,5,0.007,2.87,0.091,,1
roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_7,roll_pitch__pitch__pitch__roll_,0.1_0.1__0.4__0.1__0.7_,z_y__y__y__z_,5,0.006,2.2,0.093,,1
