Date,Time ,Arm ,Results ,,,,
"13/06/19, 14:40",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 14:41",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:41",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:42",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:43",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:43",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:43",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:44",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:44",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:45",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:45",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:45",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:46",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:46",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:47",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:47",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:47",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:48",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:48",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_z_0_4pris_z_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 14:49",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:49",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:50",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 14:50",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_z_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 14:50",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:51",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:52",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:53",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:53",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:53",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:54",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:54",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:55",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:56",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:56",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1roll_y_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 14:57",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:57",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:57",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:58",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:58",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1roll_y_0_1,"True,True,True,True,True"
"13/06/19, 14:59",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1roll_y_0_4,"True,True,True,True,True"
"13/06/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4roll_y_0_1,"True,True,True,True,True"
"13/06/19, 15:00",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4roll_y_0_4,"True,True,True,True,True"
"13/06/19, 15:00",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:01",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:01",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:02",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:02",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:02",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:03",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:03",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:03",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:04",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 15:04",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:05",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:05",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:05",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:06",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:06",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:06",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:07",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:07",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:08",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:08",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:08",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:09",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:09",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:09",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4pitch_y_0_1,"True,True,True,True,True"
"13/06/19, 15:10",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4pitch_y_0_4,"True,True,True,True,True"
"13/06/19, 15:10",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:10",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:11",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:11",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pris_y_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 15:12",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:12",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:13",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:13",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:13",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:14",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:14",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:15",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:15",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:15",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:16",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:16",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:17",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:17",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:17",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:18",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:18",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:18",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:19",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:19",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_1pris_y_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 15:20",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4pris_y_0_1,"True,True,True,True,True"
"13/06/19, 15:20",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_4roll_y_0_4pris_y_0_4,"True,True,True,True,True"
"13/06/19, 15:21",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1roll_y_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:21",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:21",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:22",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_4roll_y_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:22",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:22",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:23",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_1roll_y_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:23",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:24",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:24",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:24",roll_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_4roll_y_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:25",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:25",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:25",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_1roll_y_0_4pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:26",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:26",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_1pris_z_0_4,"True,True,True,True,True"
"13/06/19, 15:27",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pris_z_0_1,"True,True,True,True,True"
"13/06/19, 15:27",roll_z_0_1roll_y_0_4pitch_y_0_1pitch_y_0_4roll_y_0_4pris_z_0_4,"True,True,True,True,True"
Date,Time ,Arm ,Results ,,,,
"13/06/19, 15:28",roll_z_0_1roll_y_0_4pitch_y_0_4pitch_y_0_1roll_y_0_1pris_z_0_1,"True,True,True,True,True"
